,tmp,cat,sub_cat,model,em_sum,em_mean,em_ci,ea_sum,ea_mean,ea_ci,rea_sum,rea_mean,rea_ci,et_sum,et_mean,et_ci,cc_sum,cc_mean,cc_ci,tokens_sum,tokens_mean,tokens_ci,count_sum,count_mean,count_ci
212,0.8,c4,s25_4_3,dail,2980,0.55,"(53.41%, 55.63%)",3178,0.58,"(57.04%, 59.24%)",3787,0.69,"(68.25%, 70.31%)",399095387.0,73014.16,"(6580493.54%, 8022338.03%)",5238,0.96,"(95.38%, 96.28%)",30415049,5564.41,"(549990.79%, 562890.62%)",5466,1.0,"(100.00%, 100.00%)"
213,0.8,c4,s25_4_3,din,2311,0.42,"(41.18%, 43.38%)",2877,0.53,"(51.52%, 53.75%)",3437,0.63,"(61.80%, 63.96%)",493575836.0,90299.27,"(7598258.21%, 10461596.75%)",5022,0.92,"(91.27%, 92.49%)",125932771,23039.29,"(2286303.56%, 2321554.88%)",5466,1.0,"(100.00%, 100.00%)"
214,0.8,c4,s25_4_4_1,dail,207,0.14,"(12.72%, 15.74%)",633,0.44,"(41.36%, 45.65%)",731,0.5,"(48.08%, 52.40%)",123337478.0,84768.03,"(6855986.87%, 10097618.36%)",795,0.55,"(52.48%, 56.79%)",9105763,6258.26,"(613926.57%, 637724.70%)",1455,1.0,"(100.00%, 100.00%)"
215,0.8,c4,s25_4_4_1,din,72,0.05,"(4.01%, 5.89%)",528,0.36,"(34.21%, 38.37%)",651,0.45,"(42.59%, 46.89%)",103487246.0,71125.25,"(5257211.01%, 8967839.99%)",512,0.35,"(33.12%, 37.26%)",35309059,24267.39,"(2386552.66%, 2466926.24%)",1455,1.0,"(100.00%, 100.00%)"
216,0.8,c4,s25_4_4_2,dail,110,0.11,"(9.67%, 13.03%)",424,0.44,"(41.13%, 46.39%)",584,0.6,"(57.67%, 62.86%)",57797617.0,59646.66,"(4707539.92%, 7221792.79%)",810,0.84,"(81.63%, 85.56%)",6243639,6443.38,"(631472.76%, 657204.02%)",969,1.0,"(100.00%, 100.00%)"
217,0.8,c4,s25_4_4_2,din,25,0.03,"(1.74%, 3.42%)",323,0.33,"(30.83%, 35.83%)",471,0.49,"(45.96%, 51.26%)",83855548.0,86538.23,"(5443904.33%, 11863742.31%)",515,0.53,"(50.50%, 55.79%)",25463233,26277.85,"(2574907.25%, 2680661.99%)",969,1.0,"(100.00%, 100.00%)"
218,0.8,c4,s25_4_4_3,dail,0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",586692.0,32594.0,"(661521.18%, 5857278.82%)",10,0.56,"(35.67%, 75.44%)",120672,6704.0,"(634779.23%, 706020.77%)",18,1.0,"(100.00%, 100.00%)"
219,0.8,c4,s25_4_4_3,din,0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",617003.0,34277.94,"(849131.43%, 6006457.46%)",9,0.5,"(29.99%, 70.01%)",408316,22684.22,"(2161922.72%, 2374921.72%)",18,1.0,"(100.00%, 100.00%)"
220,0.8,c4,s25_4_4_4,dail,1672,0.29,"(28.10%, 30.08%)",2532,0.44,"(42.97%, 45.13%)",3239,0.56,"(55.27%, 57.43%)",458510324.0,79768.67,"(7239890.98%, 8713843.33%)",5133,0.89,"(88.63%, 89.97%)",38857715,6760.21,"(664648.32%, 687394.65%)",5748,1.0,"(100.00%, 100.00%)"
221,0.8,c4,s25_4_4_4,din,1281,0.22,"(21.38%, 23.19%)",2167,0.38,"(36.65%, 38.75%)",2860,0.5,"(48.67%, 50.84%)",508729830.0,88505.54,"(7508558.53%, 10192548.99%)",4750,0.83,"(81.81%, 83.46%)",144023113,25056.21,"(2484497.09%, 2526745.53%)",5748,1.0,"(100.00%, 100.00%)"
222,0.8,c4,s25_4_4_5,dail,1429,0.29,"(27.79%, 29.91%)",2704,0.55,"(53.43%, 55.76%)",2888,0.58,"(57.15%, 59.46%)",441396953.0,89117.09,"(8063182.59%, 9760235.66%)",4288,0.87,"(85.77%, 87.37%)",29605699,5977.33,"(592557.96%, 602907.37%)",4953,1.0,"(100.00%, 100.00%)"
223,0.8,c4,s25_4_4_5,din,816,0.16,"(15.61%, 17.34%)",2606,0.53,"(51.44%, 53.79%)",2736,0.55,"(54.07%, 56.41%)",598852601.0,120907.05,"(10338554.06%, 13842855.23%)",4002,0.81,"(79.88%, 81.72%)",115738928,23367.44,"(2316742.87%, 2356745.03%)",4953,1.0,"(100.00%, 100.00%)"
224,0.8,c5,s26,dail,14,0.17,"(10.31%, 24.26%)",39,0.48,"(38.93%, 57.37%)",44,0.54,"(45.13%, 63.51%)",67947.0,838.85,"(48731.88%, 119038.49%)",73,0.9,"(84.62%, 95.63%)",454992,5617.19,"(529779.66%, 593657.38%)",81,1.0,"(100.00%, 100.00%)"
225,0.8,c5,s26,din,23,0.28,"(20.08%, 36.71%)",46,0.57,"(47.65%, 65.93%)",51,0.63,"(54.05%, 71.87%)",89535.0,1105.37,"(60866.66%, 160207.42%)",79,0.98,"(94.67%, 100.39%)",1304241,16101.74,"(1485422.88%, 1734925.27%)",81,1.0,"(100.00%, 100.00%)"
226,0.8,c5,s27,dail,34,0.06,"(4.65%, 8.16%)",148,0.28,"(24.66%, 31.09%)",200,0.38,"(34.19%, 41.14%)",22312955.0,42020.63,"(2185284.88%, 6218841.30%)",484,0.91,"(89.11%, 93.18%)",10087009,18996.25,"(1721820.38%, 2077429.71%)",531,1.0,"(100.00%, 100.00%)"
227,0.8,c5,s27,din,57,0.11,"(8.52%, 12.95%)",158,0.3,"(26.48%, 33.03%)",203,0.38,"(34.75%, 41.71%)",39162074.0,73751.55,"(2887777.85%, 11862532.51%)",474,0.89,"(87.05%, 91.48%)",12055933,22704.21,"(2194196.99%, 2346644.06%)",531,1.0,"(100.00%, 100.00%)"
228,0.8,c5,s28,dail,781,0.33,"(31.32%, 34.50%)",1413,0.6,"(57.88%, 61.21%)",1539,0.65,"(63.24%, 66.47%)",175229714.0,73843.12,"(6137427.27%, 8631195.91%)",2275,0.96,"(95.20%, 96.54%)",12599545,5309.54,"(507654.72%, 554253.84%)",2373,1.0,"(100.00%, 100.00%)"
229,0.8,c5,s28,din,674,0.28,"(26.88%, 29.93%)",1283,0.54,"(52.38%, 55.75%)",1417,0.6,"(58.05%, 61.38%)",225430604.0,94998.15,"(7091137.15%, 11908492.35%)",2183,0.92,"(91.07%, 92.91%)",41244244,17380.63,"(1711966.27%, 1764160.49%)",2373,1.0,"(100.00%, 100.00%)"
230,0.8,c5,s29,dail,0,0.0,"(0.00%, 0.00%)",30,0.48,"(37.15%, 58.08%)",31,0.49,"(38.73%, 59.68%)",12769673.0,202693.22,"(7398740.99%, 33139903.45%)",53,0.84,"(76.47%, 91.78%)",667555,10596.11,"(741085.54%, 1378136.68%)",63,1.0,"(100.00%, 100.00%)"
231,0.8,c5,s29,din,0,0.0,"(0.00%, 0.00%)",25,0.4,"(29.43%, 49.93%)",26,0.41,"(30.95%, 51.59%)",5334345.0,84672.14,"(1805606.80%, 15128821.77%)",52,0.83,"(74.58%, 90.49%)",1305769,20726.49,"(1932075.28%, 2213223.13%)",63,1.0,"(100.00%, 100.00%)"
232,0.8,c6,s31,dail,0,0.0,"(0.00%, 0.00%)",44,0.31,"(24.20%, 36.91%)",66,0.46,"(38.96%, 52.71%)",737588.0,5122.14,"(305130.59%, 719297.19%)",128,0.89,"(84.55%, 93.23%)",1212074,8417.18,"(667080.60%, 1016355.52%)",144,1.0,"(100.00%, 100.00%)"
233,0.8,c6,s31,din,0,0.0,"(0.00%, 0.00%)",38,0.26,"(20.31%, 32.47%)",67,0.47,"(39.65%, 53.41%)",451850.0,3137.85,"(182594.01%, 444975.43%)",137,0.95,"(92.17%, 98.11%)",2201094,15285.38,"(1422283.38%, 1634791.62%)",144,1.0,"(100.00%, 100.00%)"
234,0.8,c6,s32,dail,19,0.02,"(0.94%, 2.08%)",565,0.45,"(42.63%, 47.26%)",611,0.49,"(46.28%, 50.93%)",78030616.0,62076.86,"(4890709.14%, 7524663.33%)",1234,0.98,"(97.55%, 98.79%)",10808681,8598.79,"(804727.37%, 915030.95%)",1257,1.0,"(100.00%, 100.00%)"
235,0.8,c6,s32,din,18,0.01,"(0.88%, 1.99%)",542,0.43,"(40.81%, 45.42%)",594,0.47,"(44.93%, 49.58%)",79052962.0,62890.18,"(4195022.80%, 8383014.11%)",1203,0.96,"(94.76%, 96.65%)",31001004,24662.69,"(2426576.59%, 2505961.84%)",1257,1.0,"(100.00%, 100.00%)"
236,0.8,c6,s33,dail,0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",21434620.0,297703.06,"(9672477.86%, 49868133.26%)",62,0.86,"(79.34%, 92.88%)",4646979,64541.38,"(6404613.34%, 6503661.66%)",72,1.0,"(100.00%, 100.00%)"
237,0.8,c6,s33,din,0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",938600.0,13036.11,"(1200344.37%, 1406877.86%)",47,0.65,"(55.96%, 74.60%)",3260977,45291.35,"(4515502.18%, 4542767.27%)",72,1.0,"(100.00%, 100.00%)"
238,0.8,c6,s34,dail,0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",1832775.0,25455.21,"(2016051.70%, 3074989.97%)",43,0.6,"(50.12%, 69.33%)",4402181,61141.4,"(5791532.01%, 6436748.55%)",72,1.0,"(100.00%, 100.00%)"
239,0.8,c6,s34,din,0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",24252016.0,336833.56,"(3920200.37%, 63446510.74%)",50,0.69,"(60.42%, 78.46%)",3184315,44226.6,"(4365398.18%, 4479921.26%)",72,1.0,"(100.00%, 100.00%)"
240,0.2,c1,all,dail,1257,0.82,"(80.54%, 83.77%)",1225,0.8,"(78.38%, 81.75%)",1340,0.88,"(86.19%, 88.97%)",8692338.0,5681.27,"(364049.26%, 772204.07%)",1315,0.86,"(84.48%, 87.41%)",4690553,3065.72,"(299502.12%, 313642.06%)",1530,1.0,"(100.00%, 100.00%)"
241,0.2,c1,all,din,1232,0.81,"(78.85%, 82.19%)",1246,0.81,"(79.80%, 83.08%)",1340,0.88,"(86.19%, 88.97%)",12108889.0,7914.31,"(445251.67%, 1137609.64%)",1305,0.85,"(83.80%, 86.79%)",17562604,11478.83,"(1126151.91%, 1169613.32%)",1530,1.0,"(100.00%, 100.00%)"
242,0.2,c2,all,dail,10454,0.72,"(70.95%, 72.18%)",11145,0.76,"(75.72%, 76.88%)",12503,0.86,"(85.12%, 86.08%)",222549609.0,15235.82,"(1323488.87%, 1723674.94%)",12575,0.86,"(85.62%, 86.56%)",45220613,3095.82,"(307075.44%, 312088.15%)",14607,1.0,"(100.00%, 100.00%)"
243,0.2,c2,all,din,8964,0.61,"(60.70%, 62.03%)",10989,0.75,"(74.64%, 75.82%)",12164,0.83,"(82.77%, 83.78%)",240755546.0,16482.2,"(1332384.35%, 1964056.34%)",12070,0.83,"(82.11%, 83.15%)",191741256,13126.67,"(1302348.81%, 1322985.01%)",14607,1.0,"(100.00%, 100.00%)"
244,0.2,c3,all,dail,4686,0.45,"(44.20%, 45.81%)",6642,0.64,"(63.01%, 64.56%)",7994,0.77,"(76.09%, 77.45%)",164557282.0,15803.06,"(1357206.45%, 1803405.90%)",9019,0.87,"(86.06%, 87.16%)",43204481,4149.09,"(412042.66%, 417775.47%)",10413,1.0,"(100.00%, 100.00%)"
245,0.2,c3,all,din,3793,0.36,"(35.65%, 37.20%)",6587,0.63,"(62.48%, 64.04%)",7783,0.75,"(74.04%, 75.45%)",163530682.0,15704.47,"(1294460.27%, 1846434.42%)",7838,0.75,"(74.57%, 75.97%)",147101911,14126.76,"(1400199.00%, 1425152.22%)",10413,1.0,"(100.00%, 100.00%)"
246,0.2,c4,all,dail,8462,0.35,"(34.73%, 35.75%)",12397,0.52,"(51.10%, 52.16%)",14999,0.62,"(61.95%, 62.98%)",1704991225.0,71005.8,"(6748802.20%, 7452357.43%)",21028,0.88,"(87.22%, 87.92%)",146214209,6089.21,"(603053.99%, 614788.83%)",24012,1.0,"(100.00%, 100.00%)"
247,0.2,c4,all,din,6224,0.26,"(25.45%, 26.39%)",11685,0.49,"(48.13%, 49.20%)",14289,0.6,"(58.99%, 60.03%)",1622511685.0,67570.87,"(6237567.47%, 7276606.15%)",18369,0.76,"(76.05%, 76.95%)",520405239,21672.72,"(2157092.40%, 2177450.65%)",24012,1.0,"(100.00%, 100.00%)"
248,0.2,c5,all,dail,823,0.27,"(25.67%, 28.33%)",1603,0.53,"(51.10%, 54.08%)",1778,0.58,"(56.86%, 59.81%)",224238933.0,73569.2,"(6238419.07%, 8475421.67%)",2878,0.94,"(93.74%, 95.11%)",23630586,7752.82,"(735579.72%, 814983.66%)",3048,1.0,"(100.00%, 100.00%)"
249,0.2,c5,all,din,838,0.27,"(26.16%, 28.83%)",1550,0.51,"(49.36%, 52.35%)",1786,0.59,"(57.12%, 60.07%)",271458333.0,89061.13,"(6861585.49%, 10950641.08%)",2838,0.93,"(92.35%, 93.87%)",56088542,18401.75,"(1814605.61%, 1865744.92%)",3048,1.0,"(100.00%, 100.00%)"
250,0.2,c6,all,dail,20,0.01,"(0.82%, 1.77%)",582,0.38,"(35.64%, 39.70%)",655,0.42,"(40.32%, 44.47%)",90971397.0,58881.16,"(4733006.99%, 7043225.63%)",1466,0.95,"(93.96%, 95.81%)",21035763,13615.38,"(1278495.93%, 1444580.18%)",1545,1.0,"(100.00%, 100.00%)"
251,0.2,c6,all,din,15,0.01,"(0.56%, 1.38%)",583,0.38,"(35.70%, 39.77%)",741,0.48,"(45.86%, 50.06%)",94835764.0,61382.37,"(4184755.06%, 8091719.24%)",1430,0.93,"(91.45%, 93.66%)",39767964,25739.78,"(2529868.48%, 2618088.03%)",1545,1.0,"(100.00%, 100.00%)"
252,0.5,c1,all,dail,1248,0.82,"(79.93%, 83.20%)",1229,0.8,"(78.65%, 82.00%)",1342,0.88,"(86.33%, 89.10%)",10871953.0,7105.85,"(451745.74%, 969424.59%)",1312,0.86,"(84.28%, 87.23%)",4695965,3069.26,"(299818.82%, 314032.81%)",1530,1.0,"(100.00%, 100.00%)"
253,0.5,c1,all,din,1237,0.81,"(79.19%, 82.51%)",1250,0.82,"(80.07%, 83.33%)",1340,0.88,"(86.19%, 88.97%)",12981248.0,8484.48,"(470151.20%, 1226743.97%)",1306,0.85,"(83.87%, 86.85%)",17555723,11474.33,"(1125742.14%, 1169123.62%)",1530,1.0,"(100.00%, 100.00%)"
254,0.5,c2,all,dail,10480,0.72,"(71.13%, 72.36%)",11199,0.77,"(76.09%, 77.25%)",12535,0.86,"(85.34%, 86.29%)",213834558.0,14639.18,"(1276715.83%, 1651120.93%)",12577,0.86,"(85.63%, 86.57%)",45329622,3103.28,"(307830.64%, 312825.51%)",14607,1.0,"(100.00%, 100.00%)"
255,0.5,c2,all,din,8933,0.61,"(60.49%, 61.82%)",10923,0.75,"(74.19%, 75.37%)",12114,0.83,"(82.42%, 83.45%)",191418189.0,13104.55,"(1078116.68%, 1542793.69%)",12085,0.83,"(82.22%, 83.25%)",191728037,13125.76,"(1302258.18%, 1322894.65%)",14607,1.0,"(100.00%, 100.00%)"
256,0.5,c3,all,dail,4720,0.45,"(44.52%, 46.13%)",6669,0.64,"(63.27%, 64.82%)",8008,0.77,"(76.22%, 77.59%)",152039657.0,14600.95,"(1263094.02%, 1657095.30%)",9034,0.87,"(86.21%, 87.31%)",43211702,4149.78,"(412124.38%, 417832.44%)",10413,1.0,"(100.00%, 100.00%)"
257,0.5,c3,all,din,3763,0.36,"(35.36%, 36.91%)",6569,0.63,"(62.30%, 63.86%)",7757,0.74,"(73.79%, 75.20%)",140950388.0,13536.0,"(1139466.70%, 1567733.68%)",7885,0.76,"(75.03%, 76.42%)",146927529,14110.01,"(1398511.99%, 1423489.91%)",10413,1.0,"(100.00%, 100.00%)"
258,0.5,c4,all,dail,8549,0.36,"(35.09%, 36.11%)",12660,0.53,"(52.19%, 53.26%)",15311,0.64,"(63.25%, 64.28%)",1589926329.0,66213.82,"(6290465.84%, 6952298.85%)",21034,0.88,"(87.25%, 87.95%)",146106551,6084.73,"(602603.72%, 614342.40%)",24012,1.0,"(100.00%, 100.00%)"
259,0.5,c4,all,din,6247,0.26,"(25.55%, 26.48%)",11665,0.49,"(48.05%, 49.11%)",14233,0.59,"(58.75%, 59.80%)",1765854335.0,73540.49,"(6768153.82%, 7939944.92%)",18771,0.78,"(77.73%, 78.61%)",519197349,21622.41,"(2152084.56%, 2172397.77%)",24012,1.0,"(100.00%, 100.00%)"
260,0.5,c5,all,dail,821,0.27,"(25.61%, 28.26%)",1623,0.53,"(51.76%, 54.74%)",1805,0.59,"(57.75%, 60.69%)",207921715.0,68215.79,"(5761276.88%, 7881880.27%)",2897,0.95,"(94.40%, 95.69%)",23680743,7769.27,"(737255.45%, 816599.08%)",3048,1.0,"(100.00%, 100.00%)"
261,0.5,c5,all,din,807,0.26,"(25.16%, 27.80%)",1523,0.5,"(48.47%, 51.46%)",1712,0.56,"(54.68%, 57.65%)",252941035.0,82985.9,"(6339080.27%, 10258100.51%)",2811,0.92,"(91.42%, 93.02%)",55953695,18357.51,"(1810287.80%, 1861214.49%)",3048,1.0,"(100.00%, 100.00%)"
262,0.5,c6,all,dail,20,0.01,"(0.82%, 1.77%)",603,0.39,"(36.98%, 41.08%)",666,0.43,"(41.03%, 45.19%)",97712681.0,63244.45,"(4936021.60%, 7712869.14%)",1469,0.95,"(94.17%, 95.99%)",21061866,13632.28,"(1280200.17%, 1446254.97%)",1545,1.0,"(100.00%, 100.00%)"
263,0.5,c6,all,din,15,0.01,"(0.56%, 1.38%)",567,0.37,"(34.68%, 38.72%)",653,0.42,"(40.19%, 44.34%)",82250553.0,53236.6,"(3798469.78%, 6848851.00%)",1419,0.92,"(90.70%, 92.99%)",39701586,25696.82,"(2525558.37%, 2613805.52%)",1545,1.0,"(100.00%, 100.00%)"
264,0.8,c1,all,dail,1259,0.82,"(80.68%, 83.90%)",1236,0.81,"(79.12%, 82.45%)",1353,0.88,"(87.08%, 89.78%)",9617689.0,6286.07,"(398778.17%, 858436.08%)",1313,0.86,"(84.34%, 87.29%)",4695261,3068.8,"(299704.52%, 314055.09%)",1530,1.0,"(100.00%, 100.00%)"
265,0.8,c1,all,din,1216,0.79,"(77.77%, 81.18%)",1222,0.8,"(78.18%, 81.56%)",1319,0.86,"(84.75%, 87.66%)",10068164.0,6580.5,"(341783.79%, 974316.08%)",1300,0.85,"(83.46%, 86.48%)",17568972,11482.99,"(1126606.13%, 1169991.52%)",1530,1.0,"(100.00%, 100.00%)"
266,0.8,c2,all,dail,10478,0.72,"(71.12%, 72.35%)",11217,0.77,"(76.22%, 77.37%)",12550,0.86,"(85.44%, 86.39%)",209127673.0,14316.95,"(1246045.31%, 1617344.48%)",12586,0.86,"(85.69%, 86.64%)",45649755,3125.2,"(310018.99%, 315020.44%)",14607,1.0,"(100.00%, 100.00%)"
267,0.8,c2,all,din,8855,0.61,"(59.95%, 61.29%)",10822,0.74,"(73.49%, 74.69%)",12020,0.82,"(81.77%, 82.81%)",220911779.0,15123.69,"(1222290.05%, 1802448.49%)",12113,0.83,"(82.41%, 83.44%)",191916315,13138.65,"(1303543.36%, 1324187.39%)",14607,1.0,"(100.00%, 100.00%)"
268,0.8,c3,all,dail,4702,0.45,"(44.35%, 45.96%)",6693,0.64,"(63.50%, 65.05%)",8035,0.77,"(76.48%, 77.84%)",158007334.0,15174.05,"(1315719.72%, 1719089.35%)",9008,0.87,"(85.95%, 87.06%)",43351139,4163.17,"(413465.93%, 419169.02%)",10413,1.0,"(100.00%, 100.00%)"
269,0.8,c3,all,din,3738,0.36,"(35.12%, 36.67%)",6444,0.62,"(61.10%, 62.67%)",7649,0.73,"(72.74%, 74.17%)",139991635.0,13443.93,"(1127610.54%, 1561175.30%)",7979,0.77,"(75.94%, 77.31%)",146925700,14109.83,"(1398476.05%, 1423490.73%)",10413,1.0,"(100.00%, 100.00%)"
270,0.8,c4,all,dail,8410,0.35,"(34.52%, 35.53%)",12759,0.53,"(52.60%, 53.67%)",15363,0.64,"(63.47%, 64.49%)",1575328238.0,65605.87,"(6230174.57%, 6891000.16%)",21108,0.88,"(87.56%, 88.25%)",146212285,6089.13,"(603042.05%, 614784.75%)",24012,1.0,"(100.00%, 100.00%)"
271,0.8,c4,all,din,6199,0.26,"(25.35%, 26.28%)",11530,0.48,"(47.49%, 48.55%)",14024,0.58,"(57.88%, 58.93%)",1861559966.0,77526.24,"(7132731.93%, 8372515.17%)",19068,0.79,"(78.98%, 79.84%)",517802566,21564.32,"(2146302.49%, 2166562.46%)",24012,1.0,"(100.00%, 100.00%)"
272,0.8,c5,all,dail,829,0.27,"(25.87%, 28.53%)",1630,0.53,"(51.99%, 54.97%)",1814,0.6,"(58.05%, 60.98%)",210380289.0,69022.4,"(5834112.09%, 7970368.81%)",2885,0.95,"(93.98%, 95.32%)",23809101,7811.38,"(741499.39%, 820777.58%)",3048,1.0,"(100.00%, 100.00%)"
273,0.8,c5,all,din,754,0.25,"(23.45%, 26.03%)",1512,0.5,"(48.11%, 51.10%)",1697,0.56,"(54.19%, 57.16%)",270016558.0,88588.11,"(6822250.23%, 10895371.69%)",2788,0.91,"(90.63%, 92.30%)",55910187,18343.24,"(1808901.44%, 1859746.00%)",3048,1.0,"(100.00%, 100.00%)"
274,0.8,c6,all,dail,19,0.01,"(0.77%, 1.69%)",609,0.39,"(37.37%, 41.47%)",677,0.44,"(41.74%, 45.90%)",102035599.0,66042.46,"(5166802.10%, 8041689.68%)",1467,0.95,"(94.03%, 95.87%)",21069915,13637.49,"(1280698.92%, 1446798.16%)",1545,1.0,"(100.00%, 100.00%)"
275,0.8,c6,all,din,18,0.01,"(0.71%, 1.62%)",580,0.38,"(35.51%, 39.57%)",661,0.43,"(40.71%, 44.86%)",104695428.0,67764.03,"(4569666.56%, 8983139.65%)",1437,0.93,"(91.94%, 94.08%)",39647390,25661.74,"(2522143.36%, 2610204.86%)",1545,1.0,"(100.00%, 100.00%)"
276,0.2,all,all,dail,25702,0.47,"(46.23%, 46.93%)",33594,0.61,"(60.54%, 61.22%)",39269,0.71,"(70.85%, 71.48%)",2416007880.0,43784.92,"(4196033.60%, 4560949.60%)",48281,0.87,"(87.27%, 87.73%)",284067408,5148.11,"(510386.87%, 519234.57%)",55179,1.0,"(100.00%, 100.00%)"
277,0.2,all,all,din,21066,0.38,"(37.84%, 38.52%)",32640,0.59,"(58.81%, 59.50%)",38103,0.69,"(68.73%, 69.38%)",2405211308.0,43589.25,"(4081409.44%, 4636440.85%)",43850,0.79,"(79.18%, 79.75%)",972920514,17632.08,"(1756480.38%, 1769935.51%)",55179,1.0,"(100.00%, 100.00%)"
278,0.5,all,all,dail,25838,0.47,"(46.48%, 47.18%)",33983,0.62,"(61.25%, 61.93%)",39667,0.72,"(71.57%, 72.20%)",2272318430.0,41180.86,"(3945167.71%, 4291003.40%)",48323,0.88,"(87.34%, 87.81%)",284156272,5149.72,"(510549.05%, 519394.49%)",55179,1.0,"(100.00%, 100.00%)"
279,0.5,all,all,din,21002,0.38,"(37.72%, 38.40%)",32497,0.59,"(58.55%, 59.24%)",37809,0.69,"(68.19%, 68.85%)",2446402401.0,44335.75,"(4142846.97%, 4724303.21%)",44277,0.8,"(79.96%, 80.52%)",971313206,17602.95,"(1753580.72%, 1767009.39%)",55179,1.0,"(100.00%, 100.00%)"
280,0.8,all,all,dail,25697,0.47,"(46.22%, 46.92%)",34144,0.62,"(61.54%, 62.22%)",39792,0.72,"(71.80%, 72.43%)",2264505644.0,41039.27,"(3930696.51%, 4277156.63%)",48367,0.88,"(87.42%, 87.89%)",284858003,5162.44,"(511821.27%, 520665.74%)",55179,1.0,"(100.00%, 100.00%)"
281,0.8,all,all,din,20780,0.38,"(37.32%, 38.00%)",32110,0.58,"(57.85%, 58.54%)",37370,0.68,"(67.40%, 68.05%)",2607251230.0,47250.79,"(4412999.61%, 5037157.99%)",44685,0.81,"(80.71%, 81.26%)",970022931,17579.57,"(1751258.63%, 1764654.78%)",55179,1.0,"(100.00%, 100.00%)"
